sale_id,date_id,store_id,flavour_id,price_in_pence
126,20240601,S011,7,503
127,20240601,S015,2,411
128,20240601,S001,11,527
129,20240601,S016,11,476
130,20240601,S010,8,498
131,20240601,S006,5,532
132,20240601,S004,8,310
133,20240601,S009,7,497
134,20240601,S007,10,510
135,20240601,S014,6,509
136,20240602,S016,3,478
137,20240602,S013,8,414
138,20240602,S014,1,412
139,20240602,S005,8,268
140,20240602,S015,2,519
141,20240602,S005,2,490
142,20240602,S003,6,523
143,20240602,S016,9,268
144,20240602,S008,12,296
145,20240206,S004,8,335
146,20240602,S011,1,400
147,20240602,S006,3,339
148,20240602,S016,10,323
149,20240602,S001,8,397
150,20240602,S010,11,467
151,20240602,S013,8,304
152,20240602,S010,1,452
153,20240602,S002,10,504
154,20240602,S012,4,347
155,20240206,S005,11,299
156,20240602,S015,1,546
157,20240602,S014,3,352
158,20240602,S009,3,381
159,20240602,S011,2,489
160,20240206,S013,9,437
161,20240602,S004,8,438
162,20240602,S012,2,369
163,20240602,S008,11,282
164,20240602,S014,2,321
165,20240602,S004,4,525
166,20240602,S014,10,329
167,20240602,S014,5,266
168,20240602,S012,2,438
169,20240602,S007,2,482
170,20240602,S001,1,420
171,20240602,S007,10,360
172,20240602,S001,5,324
173,20240602,S001,3,257
174,20240602,S006,5,276
175,20240602,S016,8,435
176,20240602,S002,12,516
177,20240602,S016,7,468
178,20240602,S003,6,325
179,20240602,S011,7,521
180,20240602,S004,11,532
181,20240602,S014,6,482
182,20240602,S009,6,328
183,20240602,S003,7,299
184,20240602,S011,11,312
185,20240602,S002,5,409
186,20240602,S016,4,305
187,20240602,S008,7,537
188,20240602,S001,10,386
189,20240602,S011,6,253
190,20240602,S005,12,265
191,20240602,S011,3,439
192,20240206,S003,1,329
193,20240602,S003,5,476
194,20240602,S007,9,308
195,20240602,S016,9,407
196,20240602,S007,5,358
197,20240602,S001,8,470
198,20240602,S012,2,453
199,20240602,S003,6,544
200,20240602,S004,7,260
201,20240602,S012,2,473
202,20240602,S003,7,408
203,20240602,S004,9,511
204,20240602,S005,4,302
205,20240602,S003,3,502
206,20240602,S011,11,411
207,20240602,S009,10,278
208,20240602,S002,6,396
209,20240602,S013,8,547
210,20240602,S007,6,493
211,20240206,S011,12,293
212,20240602,S015,8,518
213,20240602,S013,7,423
214,20240602,S003,6,298
215,20240602,S005,6,291
216,20240602,S013,3,293
217,20240602,S005,11,519
218,20240602,S012,5,342
219,20240602,S008,3,329
220,20240602,S002,11,422
221,20240602,S006,3,334
222,20240602,S008,8,395
223,20240602,S010,8,349
224,20240602,S010,7,507
225,20240602,S005,5,276
226,20240602,S004,5,292
228,20240602,S002,7,507
229,20240602,S001,6,300
230,20240602,S002,5,491
231,20240602,S001,2,259
232,20240206,S014,2,397
233,20240602,S014,11,484
234,20240602,S001,11,513
235,20240602,S012,4,542
236,20240602,S012,2,519
238,20240602,S003,6,373
239,20240602,S011,3,272
240,20240602,S015,12,495
241,20240602,S015,1,400
242,20240602,S010,9,453
243,20240602,S007,5,432
244,20240602,S004,6,473
245,20240602,S011,3,504
246,20240602,S003,12,467
247,20240602,S010,6,302
248,20240602,S014,3,477
249,20240602,S014,5,279
250,20240602,S006,1,323
251,20240206,S003,4,437
252,20240602,S005,11,480
253,20240602,S005,9,437
254,20240602,S001,12,345
255,20240602,S009,12,478
256,20240602,S016,4,312
257,20240602,S015,2,413
258,20240602,S010,3,339
259,20240602,S005,4,502
260,20240602,S005,10,294
261,20240602,S014,7,544
262,20240602,S012,3,532
263,20240602,S002,2,515
264,20240602,S008,6,515
265,20240602,S009,3,405
266,20240206,S005,3,422
267,20240602,S001,2,273
268,20240602,S014,10,265
269,20240602,S010,8,375
270,20240603,S006,8,462
271,20240603,S011,12,426
272,20240603,S004,6,373
273,20240603,S002,5,446
274,20240603,S006,6,545
275,20240603,S015,8,407
276,20240603,S008,4,548
277,20240603,S016,5,524
278,20240603,S012,7,437
279,20240603,S010,2,447
280,20240603,S004,3,299
281,20240603,S012,3,351
282,20240603,S005,12,420
283,20240603,S005,6,413
284,20240603,S011,9,510
285,20240603,S001,6,419
286,20240603,S001,10,492
287,20240603,S008,12,276
289,20240603,S011,7,327
290,20240603,S016,12,281
291,20240603,S016,9,442
292,20240603,S012,11,385
293,20240603,S010,4,402
294,20240603,S011,8,428
295,20240603,S004,10,528
296,20240603,S005,5,271
297,20240603,S009,12,495
298,20240603,S009,3,305
299,20240603,S008,11,369
300,20240603,S005,1,531
301,20240603,S016,8,352
302,20240603,S003,11,543
303,20240603,S006,7,340
304,20240603,S016,3,398
305,20240603,S011,5,482
306,20240603,S005,9,489
307,20240603,S015,11,381
308,20240603,S007,3,457
309,20240603,S004,3,321
310,20240603,S008,8,386
311,20240603,S009,11,434
312,20240603,S006,7,507
313,20240603,S004,11,401
314,20240603,S005,8,441
315,20240603,S007,4,291
316,20240603,S004,1,530
317,20240603,S011,9,476
318,20240603,S015,1,482
320,20240603,S007,10,287
321,20240603,S002,2,491
322,20240603,S014,6,445
323,20240603,S005,11,428
324,20240603,S008,1,261
325,20240603,S013,4,376
327,20240603,S007,2,301
328,20240603,S002,4,272
329,20240603,S002,3,507
330,20240603,S011,10,414
331,20240603,S008,7,403
332,20240603,S006,11,468
333,20240603,S013,9,413
334,20240603,S016,4,365
335,20240603,S002,9,461
336,20240603,S009,4,419
337,20240603,S007,1,387
338,20240603,S007,10,536
339,20240603,S001,4,347
340,20240603,S008,12,354
341,20240603,S013,8,523
342,20240603,S016,8,300
343,20240603,S007,6,410
344,20240603,S001,5,533
345,20240603,S007,6,367
346,20240603,S011,5,500
347,20240603,S012,3,321
348,20240603,S002,9,267
349,20240603,S001,7,320
350,20240603,S007,9,483
352,20240603,S009,9,396
353,20240603,S006,2,299
354,20240603,S012,5,453
355,20240603,S008,5,291
356,20240603,S013,7,443
357,20240603,S003,8,472
358,20240603,S004,9,271
359,20240603,S016,5,273
360,20240603,S002,3,411
361,20240603,S013,2,403
362,20240603,S011,7,321
363,20240603,S012,1,300
364,20240603,S013,6,265
365,20240603,S012,9,442
366,20240603,S010,4,287
367,20240603,S005,12,449
368,20240603,S015,6,388
369,20240603,S014,2,263
370,20240603,S011,7,256
371,20240603,S008,10,516
372,20240603,S009,8,324
373,20240603,S003,6,378
374,20240603,S007,8,304
375,20240603,S013,6,475
376,20240603,S005,5,414
377,20240603,S013,6,399
378,20240603,S008,6,442
379,20240603,S007,10,529
380,20240603,S015,12,357
381,20240603,S014,11,505
382,20240603,S014,7,287
383,20240603,S014,9,268
384,20240603,S003,2,377
385,20240603,S013,6,470
386,20240603,S008,8,441
387,20240603,S005,6,262
388,20240603,S004,12,322
389,20240603,S016,6,493
390,20240603,S010,1,308
391,20240603,S006,12,374
392,20240603,S015,4,457
393,20240603,S001,12,351
394,20240603,S007,5,282
395,20240604,S007,8,308
396,20240604,S011,10,448
397,20240604,S015,10,338
398,20240604,S003,11,318
399,20240604,S005,9,448
400,20240604,S016,11,525
401,20240604,S006,8,397
402,20240604,S012,1,498
403,20240604,S016,7,501
404,20240604,S001,4,399
405,20240604,S015,10,503
406,20240604,S012,9,271
407,20240604,S004,12,376
408,20240604,S003,8,310
409,20240604,S012,12,469
410,20240604,S002,10,429
411,20240604,S010,5,543
412,20240604,S004,3,460
413,20240604,S005,4,324
414,20240604,S013,8,322
415,20240604,S003,11,297
416,20240604,S012,8,499
417,20240604,S003,12,484
418,20240604,S013,4,469
419,20240604,S011,9,545
420,20240604,S002,1,300
421,20240604,S006,8,483
422,20240604,S005,11,404
423,20240604,S012,5,292
426,20240604,S011,2,466
427,20240604,S004,2,410
428,20240406,S005,11,323
429,20240604,S006,8,429
430,20240604,S015,4,294
431,20240604,S013,6,469
432,20240406,S008,9,395
433,20240604,S010,4,515
434,20240604,S002,4,503
435,20240604,S001,6,412
436,20240406,S006,8,287
437,20240604,S007,1,280
438,20240604,S014,7,455
439,20240604,S003,5,290
440,20240604,S011,7,550
441,20240604,S010,12,473
442,20240604,S014,2,482
443,20240406,S006,2,256
444,20240604,S016,6,517
446,20240604,S014,5,518
447,20240604,S016,8,511
448,20240604,S006,5,302
449,20240604,S001,1,256
450,20240604,S006,1,533
451,20240604,S011,4,463
452,20240604,S012,2,507
453,20240604,S002,7,285
454,20240604,S011,2,533
455,20240604,S010,12,374
456,20240604,S007,12,529
458,20240604,S011,1,442
459,20240604,S008,7,501
460,20240604,S008,9,461
461,20240604,S004,9,318
462,20240604,S014,11,316
463,20240604,S013,12,417
464,20240604,S005,10,305
465,20240604,S004,9,433
466,20240604,S004,2,330
467,20240604,S002,4,417
468,20240406,S002,11,403
469,20240604,S013,8,534
470,20240604,S005,2,256
471,20240604,S013,6,293
472,20240604,S003,4,477
473,20240604,S011,2,271
474,20240604,S013,8,265
475,20240406,S006,5,393
476,20240604,S008,11,401
477,20240604,S009,7,320
478,20240604,S001,7,433
480,20240604,S009,1,491
481,20240604,S006,2,376
482,20240604,S002,4,544
483,20240604,S006,3,371
484,20240604,S001,12,430
485,20240604,S016,9,408
486,20240604,S008,1,519
487,20240604,S005,6,340
488,20240604,S005,10,322
489,20240604,S003,6,452
490,20240604,S006,12,473
491,20240604,S012,4,339
492,20240604,S001,12,543
493,20240604,S011,10,363
494,20240604,S003,4,427
495,20240604,S011,8,255
496,20240604,S004,12,250
497,20240604,S014,8,443
498,20240406,S008,3,481
499,20240604,S001,6,383
500,20240604,S006,12,288
501,20240604,S016,12,265
502,20240604,S006,1,301
503,20240406,S009,11,394
504,20240604,S016,3,277
505,20240604,S016,4,299
506,20240604,S016,2,407
507,20240604,S003,11,528
508,20240604,S015,1,384
509,20240604,S002,3,299
510,20240604,S008,9,281
511,20240604,S016,10,370
512,20240604,S002,9,542
513,20240604,S005,2,479
514,20240604,S005,1,466
515,20240604,S005,10,382
516,20240604,S013,9,453
517,20240604,S001,12,550
518,20240604,S004,2,538
519,20240604,S012,7,385
520,20240604,S006,5,456
521,20240604,S013,6,371
522,20240604,S001,6,405
523,20240604,S004,4,318
524,20240604,S009,12,463
525,20240605,S016,9,441
526,20240605,S013,3,518
527,20240605,S007,1,377
528,20240605,S009,6,487
529,20240605,S008,6,500
530,20240605,S012,6,333
531,20240605,S010,1,447
532,20240605,S008,11,365
533,20240605,S001,8,317
534,20240605,S010,12,390
535,20240605,S007,8,404
536,20240605,S001,9,441
537,20240605,S004,8,282
538,20240605,S009,11,402
539,20240506,S013,11,413
540,20240605,S016,5,382
541,20240605,S007,6,363
542,20240605,S012,9,403
543,20240605,S010,2,491
544,20240605,S006,11,421
545,20240605,S010,7,419
546,20240605,S016,1,548
547,20240605,S004,11,445
548,20240605,S005,4,425
549,20240605,S005,6,342
550,20240605,S011,11,279
551,20240605,S006,8,295
552,20240605,S016,7,252
553,20240605,S011,9,347
554,20240605,S012,5,316
555,20240605,S002,5,398
556,20240605,S005,6,500
558,20240506,S006,2,437
559,20240605,S009,9,274
560,20240605,S001,1,309
561,20240605,S005,4,254
562,20240605,S005,7,303
563,20240605,S004,8,351
564,20240605,S007,6,459
565,20240605,S016,6,370
566,20240605,S016,3,296
567,20240605,S009,11,368
568,20240605,S006,1,398
569,20240605,S004,1,254
570,20240605,S015,10,387
571,20240605,S004,7,454
572,20240605,S016,7,335
573,20240605,S006,2,463
574,20240506,S006,10,444
575,20240605,S005,8,499
576,20240605,S011,1,518
577,20240605,S011,9,517
578,20240605,S008,8,427
579,20240605,S002,1,330
580,20240605,S003,8,414
581,20240605,S013,7,370
583,20240605,S013,7,268
584,20240605,S010,9,537
585,20240605,S002,4,482
587,20240605,S012,11,399
588,20240605,S006,8,321
589,20240605,S007,4,311
590,20240506,S007,12,423
591,20240605,S004,8,484
592,20240605,S002,9,471
593,20240605,S006,12,546
594,20240605,S011,9,446
595,20240605,S009,7,425
596,20240605,S010,12,530
597,20240605,S007,4,357
598,20240605,S005,12,341
599,20240605,S012,9,495
600,20240605,S010,7,256
601,20240605,S002,4,386
602,20240506,S005,1,401
603,20240605,S015,2,537
604,20240605,S010,12,274
605,20240605,S011,9,277
606,20240605,S015,4,438
607,20240605,S007,5,479
608,20240605,S004,7,270
609,20240605,S009,1,419
610,20240605,S011,10,276
611,20240605,S016,10,531
612,20240605,S006,9,284
613,20240605,S003,6,363
614,20240605,S007,10,521
615,20240605,S001,2,427
616,20240605,S008,1,414
617,20240605,S010,1,514
618,20240605,S016,1,401
619,20240605,S004,3,525
620,20240605,S007,11,467
621,20240506,S014,11,286
622,20240605,S011,1,294
623,20240605,S008,5,458
624,20240605,S013,11,310
625,20240605,S002,12,287
626,20240605,S010,10,294
627,20240605,S001,8,330
628,20240605,S010,11,323
630,20240605,S013,9,530
631,20240605,S012,4,461
632,20240605,S008,10,379
633,20240605,S002,9,486
634,20240605,S004,4,547
635,20240605,S008,2,395
636,20240605,S011,10,406
637,20240605,S011,7,336
638,20240605,S014,5,434
639,20240605,S015,6,406
640,20240605,S009,3,525
641,20240605,S003,1,509
642,20240605,S007,1,532
643,20240605,S005,6,450
645,20240605,S008,10,334
646,20240605,S005,12,497
647,20240605,S003,5,439
648,20240506,S012,7,490
649,20240605,S011,2,516
650,20240605,S006,7,443
651,20240605,S009,7,364
652,20240605,S016,10,253
653,20240605,S009,4,326
654,20240605,S008,7,419
655,20240605,S006,11,460
656,20240606,S002,10,325
657,20240606,S013,10,538
658,20240606,S010,2,360
659,20240606,S014,10,323
660,20240606,S009,3,425
661,20240606,S013,3,305
662,20240606,S014,3,299
663,20240606,S004,2,496
664,20240606,S014,9,465
665,20240606,S016,7,429
666,20240606,S004,7,318
667,20240606,S010,10,528
668,20240606,S001,10,517
669,20240606,S011,7,435
670,20240606,S014,10,437
671,20240606,S016,3,439
672,20240606,S012,12,453
673,20240606,S008,8,332
674,20240606,S002,3,449
675,20240606,S016,10,472
676,20240606,S002,12,446
677,20240606,S002,3,503
678,20240606,S010,4,267
679,20240606,S006,11,268
680,20240606,S006,2,391
681,20240606,S007,9,257
682,20240606,S012,6,391
683,20240606,S001,5,339
684,20240606,S011,2,512
685,20240606,S009,12,476
686,20240606,S011,8,485
687,20240606,S004,5,284
688,20240606,S008,6,461
689,20240606,S009,4,397
690,20240606,S006,8,410
691,20240606,S007,8,352
692,20240606,S007,4,432
693,20240606,S016,10,253
694,20240606,S012,10,411
695,20240606,S016,3,511
696,20240606,S014,8,526
698,20240606,S007,7,547
699,20240606,S009,4,387
700,20240606,S014,4,464
701,20240606,S015,3,542
702,20240606,S009,4,534
703,20240606,S005,8,254
704,20240606,S011,8,403
705,20240606,S006,1,360
706,20240606,S011,5,434
707,20240606,S001,7,312
708,20240606,S006,5,431
709,20240606,S003,7,396
710,20240606,S011,7,542
711,20240606,S008,6,412
712,20240606,S009,8,435
713,20240606,S006,1,314
714,20240606,S003,4,335
715,20240606,S002,1,453
716,20240606,S003,11,449
717,20240606,S005,3,519
718,20240606,S012,6,493
719,20240606,S015,3,526
720,20240606,S014,9,523
722,20240606,S005,6,396
723,20240606,S016,5,254
724,20240606,S001,9,441
725,20240606,S006,12,449
726,20240606,S008,9,389
727,20240606,S007,2,343
728,20240606,S009,12,501
729,20240606,S001,3,302
730,20240606,S008,2,327
731,20240606,S016,6,487
732,20240606,S005,1,386
733,20240606,S009,7,256
734,20240606,S015,4,267
735,20240606,S007,8,449
736,20240606,S002,12,531
737,20240606,S012,1,361
738,20240606,S006,5,549
739,20240606,S016,12,329
740,20240606,S011,11,280
741,20240606,S004,3,499
742,20240606,S015,12,348
743,20240606,S002,8,474
744,20240606,S006,9,428
745,20240606,S006,2,521
746,20240606,S015,1,509
747,20240606,S012,10,372
748,20240606,S013,4,518
749,20240606,S011,7,414
750,20240606,S005,3,266
751,20240606,S013,11,500
752,20240606,S008,10,286
753,20240606,S003,8,281
754,20240606,S012,12,279
755,20240606,S010,2,360
756,20240606,S013,4,348
757,20240606,S014,12,304
758,20240606,S014,2,335
759,20240606,S006,9,476
760,20240606,S011,6,461
761,20240606,S008,10,529
762,20240606,S012,8,479
763,20240606,S001,9,319
764,20240606,S008,4,411
765,20240606,S005,2,269
766,20240606,S008,4,381
767,20240606,S007,12,289
768,20240606,S004,10,403
769,20240606,S002,6,428
770,20240606,S008,12,255
771,20240606,S002,6,526
772,20240606,S002,11,451
773,20240606,S008,7,398
774,20240606,S002,9,454
775,20240606,S005,3,496
776,20240606,S008,4,286
777,20240606,S003,2,461
778,20240606,S001,5,336
779,20240606,S005,8,272
780,20240606,S003,2,277
781,20240606,S010,1,425
782,20240606,S011,4,525
783,20240607,S005,12,259
784,20240607,S006,1,395
785,20240607,S001,2,448
786,20240607,S004,1,399
787,20240607,S004,6,498
788,20240607,S015,9,261
789,20240607,S013,12,330
790,20240607,S008,9,391
791,20240607,S001,9,393
792,20240607,S003,12,445
793,20240607,S008,7,373
794,20240607,S011,8,527
795,20240607,S007,3,408
796,20240607,S005,11,539
797,20240607,S004,3,412
798,20240607,S014,7,405
799,20240706,S009,3,346
800,20240607,S009,10,540
801,20240607,S012,2,494
802,20240607,S012,3,448
803,20240607,S014,1,388
804,20240607,S007,2,340
805,20240706,S011,8,376
806,20240607,S013,12,410
807,20240607,S002,9,305
808,20240706,S008,9,525
809,20240607,S013,9,275
810,20240607,S010,8,335
811,20240607,S005,8,481
812,20240607,S005,7,461
813,20240607,S007,8,296
814,20240607,S006,12,313
815,20240607,S013,12,511
816,20240607,S006,6,539
817,20240607,S006,12,276
820,20240607,S016,4,361
821,20240607,S001,4,530
822,20240706,S002,3,325
823,20240607,S002,11,545
824,20240607,S004,7,341
825,20240607,S006,8,546
826,20240607,S012,7,284
827,20240607,S005,2,390
828,20240607,S002,2,542
829,20240607,S010,7,412
830,20240607,S005,10,538
831,20240706,S006,10,369
832,20240607,S001,8,310
834,20240607,S007,12,394
835,20240607,S011,1,308
836,20240607,S001,3,349
837,20240607,S016,1,319
838,20240607,S011,8,461
839,20240607,S011,9,524
840,20240607,S012,2,326
841,20240607,S006,10,449
842,20240607,S011,12,266
843,20240607,S015,5,360
844,20240607,S007,2,477
845,20240607,S007,6,497
846,20240607,S004,9,317
847,20240607,S004,1,409
848,20240607,S011,8,273
849,20240607,S010,11,357
851,20240607,S004,4,527
852,20240607,S010,10,375
853,20240607,S015,1,316
854,20240607,S002,2,468
855,20240607,S015,10,432
856,20240607,S003,8,540
857,20240607,S004,8,408
858,20240607,S008,3,382
859,20240607,S011,6,482
860,20240607,S015,3,394
861,20240607,S013,12,304
862,20240607,S015,7,461
863,20240607,S013,2,424
864,20240607,S014,10,425
865,20240607,S016,2,487
866,20240607,S013,2,305
867,20240607,S016,11,281
868,20240607,S001,3,326
869,20240607,S007,4,412
870,20240706,S014,12,426
871,20240607,S013,3,400
872,20240607,S012,2,394
873,20240607,S011,12,445
874,20240607,S016,3,346
875,20240607,S005,5,314
876,20240607,S016,11,473
877,20240607,S014,8,467
878,20240607,S015,7,431
879,20240607,S008,12,506
880,20240607,S002,10,497
881,20240607,S003,3,519
882,20240607,S003,9,295
883,20240607,S003,11,526
884,20240607,S001,8,482
885,20240607,S012,5,398
886,20240607,S009,1,492
887,20240607,S001,5,498
888,20240706,S009,3,393
889,20240607,S004,10,339
890,20240607,S006,5,370
891,20240607,S003,3,328
892,20240607,S008,11,475
893,20240607,S012,1,385
894,20240607,S016,5,493
895,20240607,S013,8,384
896,20240607,S015,7,411
897,20240607,S012,7,389
898,20240607,S013,8,373
900,20240607,S004,9,303
901,20240607,S007,1,262
902,20240607,S007,10,312
903,20240607,S013,11,539
904,20240607,S009,5,489
905,20240607,S009,7,415
906,20240607,S013,7,420
907,20240607,S015,2,501
908,20240607,S016,2,323
909,20240607,S015,12,382
910,20240706,S015,1,504
911,20240607,S002,11,449
912,20240607,S001,9,501
913,20240607,S003,9,365
914,20240607,S012,6,405
915,20240603,S009,2,485
916,20240607,S009,4,340
917,20240605,S009,11,347
918,20240603,S010,2,433
919,20240604,S010,8,347
920,20240602,S010,12,372
921,20240604,S010,9,407
922,20240604,S010,8,258
923,20240601,S010,12,271
924,20240604,S015,11,517
925,20240604,S015,9,326
926,20240606,S015,2,268
927,20240606,S015,1,491
928,20240605,S015,11,316
929,20240601,S015,5,299
